genre1,genre2,genre3,Country1,Country2,Country3,Releas_date,Main_Acter,Director1,Director2,Director3,type,title,release_year,rating,duration
Comedies,Dramas,International Movies,India,,,ינו-02,Mithila Palkar,Ofir Raul Graizer,,,Movie,Muramba,2017,8.2,128 min
Action & Adventure,International Movies,,India,,, June 1,Prasanna,Bumpy,,,Movie,Muran,2011,6.8,134 min
British TV Shows,Crime TV Shows,Docuseries,United Kingdom,,,פבר-23,Nicholas Day,Atom Egoyan,,,TV Show,Murder Maps,2017,7.7,3 Seasons
Crime TV Shows,Docuseries,,United States,,,נוב-01,bam,Sean Menard,,,TV Show,Murder Mountain,2018,7,1 Season
Comedies,,,United States,,,נוב-15,Adam Sandler,Jon Gunn,,,Movie,Murder Mystery,2019,6.1,98 min
Comedies,Cult Movies,Horror Movies,United States,,, October 17,Alex Barnett,Tony Collingwood,,,Movie,Murder Party,2007,6,79 min
Crime TV Shows,Docuseries,,United States,,,אוק-17,bam,Tarek Al Eryan,,,TV Show,Murderous Affairs,2017,7,3 Seasons
International TV Shows,Romantic TV Shows,TV Comedies,Taiwan,,,מרץ-18,Danson Tang,Kunle Afolayan,,,TV Show,Murphy's Law of Love,2015,7.4,1 Season
Dramas,Independent Movies,International Movies,India,,,אוק-01,Manav Kaul,Craig Moss,,,Movie,Music Teacher,2019,7,102 min
Comedies,Dramas,Independent Movies,United States,,,יול-01,Macon Blair,Magdy Al-Hawwary,,,Movie,Mustang Island,2017,6.4,86 min
Kids' TV,TV Comedies,,Spain,,,אוק-30,Dermot Arrigan,Antonio Chavarrֳ­as,,,TV Show,Mutant Busters,2017,5.9,2 Seasons
Sci-Fi & Fantasy,Thrillers,,United Kingdom,Germany,,אוק-05,Alexander Skarsgֳ¥rd,Michel Tikhomiroff,,,Movie,Mute,2018,5.6,127 min
Action & Adventure,Classic Movies,Dramas,United States,,,יונ-12,Marlon Brando,David Pablos,,,Movie,Mutiny on the Bounty,1962,7.2,185 min
Documentaries,International Movies,,India,,,אפר-19,bam,John Stephenson,,,Movie,Muzaffarnagar Baaqi Hai,2015,7,136 min
Kids' TV,TV Comedies,,Canada,,,נוב-14,Matthew Knight,Clay Kaytis,,,TV Show,My Babysitter's a Vampire,2012,7.7,2 Seasons
Children & Family Movies,Comedies,,Canada,,,אפר-18,Matthew Knight,Michael Buster,,,Movie,My Babysitter's a Vampire: The Movie,2010,7.7,80 min
Documentaries,International Movies,,United Kingdom,,,ינו-23,Sophie Robinson,Norman Jewison,,,Movie,My Beautiful Broken Brain,2016,7.2,84 min
Comedies,International Movies,,Spain,,,פבר-27,Raphael,Dito Montiel,,,Movie,My Big Night,2015,6.1,97 min
Dramas,International Movies,Thrillers,India,,,אוג-15,Sanjay Suri,Ludovic Bernard,,,Movie,My Birthday Song,2018,6.1,92 min
Dramas,Independent Movies,International Movies,India,,, July 26,Juhi Chawla,Julius Onah,,,Movie,My Brother ... Nikhil,2005,7.4,116 min
International TV Shows,Korean TV Shows,TV Action & Adventure,South Korea,,,אוק-01,Yang Se-Jong,Thomas Vinterberg,,,TV Show,My Country: The New Age,2019,8.6,1 Season
Dramas,Faith & Spirituality,,United States,,,מאי-07,Jenn Gotzon Chandler,John Wells,,,Movie,My Daddy is in Heaven,2017,5.4,95 min
International TV Shows,Romantic TV Shows,,Taiwan,,,ינו-01,Ruby Lin,Harvey Lowry,,,TV Show,My Dear Boy,2017,8.3,1 Season
International TV Shows,Romantic TV Shows,TV Comedies,Thailand,,,דצמ-01,Leo Putt,Robert Kenner,Taki Oldham,,TV Show,My Dear Warrior,2019,0,1 Season
Comedies,International Movies,,Egypt,,,מרץ-01,Sameh Hussain,Bob Nelson,,,Movie,My Dog is My Guide,2013,3.1,99 min
Comedies,Independent Movies,,United States,,,יול-22,Jason Schwartzman,Ari Folman,,,Movie,My Entire High School Sinking Into the Sea,2016,6,77 min
Dramas,International Movies,Romantic Movies,Philippines,,,מרץ-20,Liza Soberano,James Wan,,,Movie,My Ex & Whys,2017,6.5,121 min
Comedies,Romantic Movies,,Canada,,,אוק-01,Andrֳ© Bharti,Amr Arafa,,,Movie,My Ex-Ex,2015,4.9,91 min
International TV Shows,Korean TV Shows,Romantic TV Shows,South Korea,,,נוב-01,Ji Soo,Andrew Fleming,,,TV Show,My First First Love,2019,7.9,2 Seasons
Comedies,International Movies,Sci-Fi & Fantasy,India,,,יונ-10,Prateik,Jennifer Beamish,Toby Trackman,,Movie,My Friend Pinto,2011,5.7,100 min
Comedies,International Movies,,Germany,,,אוק-01,Helge Schneider,Julien Leclercq,,,Movie,My Fuhrer,2007,5.5,91 min
Dramas,,,United States,,,דצמ-01,Dan Aykroyd,Kirk De Micco,Chris Sanders,,Movie,My Girl,1991,7.1,102 min
Dramas,Independent Movies,International Movies,Georgia,Germany,France,אוק-01,Ia Shugliashvili,Alex Proyas,,,Movie,My Happy Family,2017,7.5,119 min
Dramas,,,Italy,,,דצמ-17,Leone Frisa,Marek Piwowski,,,Movie,My Honor Was Loyalty,2015,5.1,115 min
British TV Shows,International TV Shows,Reality TV,United Kingdom,,,אוק-01,Melvin Odoom,Neil Jordan,,,TV Show,My Hotter Half,2017,4.3,1 Season
International TV Shows,Romantic TV Shows,TV Dramas,Japan,,,נוב-25,Natsumi Ishibashi,Randall Lobb,,,TV Show,My Husband Won't Fit,2019,0,1 Season
Comedies,Dramas,International Movies,Switzerland,France,, November 12,Gaspard Schlatter,Jarrad Paul,Andrew Mogel,,Movie,My Life as a Zucchini,2016,7.8,68 min
International TV Shows,Stand-Up Comedy & Talk Shows,,none,,,נוב-15,RJ Anmol,Satish Manwar,,,TV Show,My Life My Story,2017,0,1 Season
Crime TV Shows,International TV Shows,Korean TV Shows,South Korea,,, May 31,Ji-ho Oh,Ifa Isfansyah,,,TV Show,My Little Baby,2016,6.5,1 Season
Children & Family Movies,,,United States,,,אוק-25,Ashleigh Ball,Tom Hooper,,,Movie,My Little Pony Equestria Girls: Forgotten Friendship,2018,6.9,44 min
Children & Family Movies,Comedies,,United States,,,יונ-09,Tara Strong,Frank Oz,Jim Henson,,Movie,My Little Pony Equestria Girls: Friendship Games,2015,6.7,72 min
Children & Family Movies,Comedies,,United States,Canada,,מרץ-04,Tara Strong,Tariq Khan,,,Movie,My Little Pony Equestria Girls: Legend of Everfree,2016,6.6,73 min
Children & Family Movies,Comedies,,United States,Canada,,מרץ-06,Tara Strong,Simon Stone,,,Movie,My Little Pony Equestria Girls: Rainbow Rocks,2014,7.5,73 min
Children & Family Movies,,,United States,Canada,,מאי-01,Ashleigh Ball,Peter Mortimer,Josh Lowell,,Movie,My Little Pony Equestria Girls: Rollercoaster of Friendship,2018,5.9,44 min
Children & Family Movies,,,United States,,,מרץ-15,Tara Strong,David France,,,Movie,My Little Pony Friendship Is Magic: Best Gift Ever,2018,0,44 min
Kids' TV,,,United States,Canada,,דצמ-30,Ashleigh Ball,Jesse V. Johnson,,,TV Show,My Little Pony: Friendship Is Magic,2018,8.5,8 Seasons
International TV Shows,Romantic TV Shows,TV Dramas,Taiwan,,,נוב-15,Angela Chang,Martin Scorsese,,,TV Show,My MVP Valentine,2002,6.7,1 Season
Stand-Up Comedy & Talk Shows,,,United States,,,אוג-16,President Barack Obama,Cecilia Atֳ¡n,Valeria Pivato,,TV Show,My Next Guest Needs No Introduction With David Letterman,2019,7.9,2 Seasons
International Movies,,,none,,,יול-13,Shah Rukh Khan,Blair Hayes,,,Movie,My Next Guest with David Letterman and Shah Rukh Khan,2019,9.5,61 min
International TV Shows,Korean TV Shows,Romantic TV Shows,South Korea,,,ספט-01,Seung-yeon Gong,William Friedkin,,,TV Show,My Only Love Song,2017,7.4,1 Season
Comedies,Dramas,International Movies,none,,,אוק-01,Ai-Ai de las Alas,William Brent Bell,,,Movie,My Only Mother,2013,0,104 min
Documentaries,,,United States,,,פבר-01,David Sampliner,Stephanie Soechtig,Jeremy Seifert,,Movie,My Own Man,2015,6.7,82 min
International Movies,Romantic Movies,,Canada,,,ספט-10,Kimberly-Sue Murray,Filip Renc,,,Movie,My Perfect Romance,2018,4.7,92 min
International TV Shows,TV Dramas,,none,,,פבר-15,Khaled Amin,Alistair Legrand,,,TV Show,My Pride,2018,8.2,1 Season
International TV Shows,Korean TV Shows,Romantic TV Shows,South Korea,,,יול-25,Ji-yeon Park,Jeff Tremaine,,,TV Show,My Runway,2016,6.5,1 Season
International TV Shows,Korean TV Shows,Romantic TV Shows,South Korea,,,נוב-08,Joo Won,Charlie McDowell,,,TV Show,My Sassy Girl,2017,8.2,1 Season
Action & Adventure,Comedies,International Movies,Hong Kong,,,מאי-30,Nicholas Tse,Gastֳ³n Duprat,Mariano Cohn,,Movie,"My Schoolmate, the Barbarian",2001,6.2,90 min
Documentaries,,,United Kingdom,,,דצמ-13,Louis Theroux,Rocky Soraya,,,Movie,My Scientology Movie,2015,6.7,99 min
Dramas,,,United States,,,אפר-18,Cameron Diaz,Rocky Soraya,,,Movie,My Sister's Keeper,2009,7.5,109 min
Comedies,Dramas,Independent Movies,United States,,,מרץ-15,Gabriel Sunday,Steven Brill,,,Movie,My Suicide,2009,7.6,111 min
British TV Shows,Docuseries,,United Kingdom,,, November 22,Julian Barratt,Riri Riza,,,TV Show,My Tattoo Addiction,2013,4.3,1 Season
Thrillers,,,United States,,,ספט-01,Lucy Loken,Bette Gordon,,,Movie,"My Teacher, My Obsession",2018,4.5,86 min
Comedies,International Movies,,Turkey,,,יול-01,Oguzhan Koֳ§,Woo Min-ho,,,Movie,My Travel Buddy,2017,6.4,111 min
Action & Adventure,Dramas,International Movies,Thailand,,,אוג-01,Mario Maurer,Saul Dibb,,,Movie,My True Friend,2012,6.5,108 min
Documentaries,International Movies,,Italy,,,נוב-28,Silvio Berlusconi,Kieran Darcy-Smith,,,Movie,My Way,2016,7.9,101 min
Dramas,Romantic Movies,,United Kingdom,United States,,דצמ-23,Michelle Williams,Jay Chandrasekhar,,,Movie,My Week with Marilyn,2011,7,99 min
Comedies,International Movies,Romantic Movies,Nigeria,,,אוק-19,Ramsey Nouah,Robert Berlinger,,,Movie,My Wife and I,2017,3.3,100 min
Comedies,International Movies,,none,,,אוג-28,Ramez Galal,Petra Costa,,,Movie,My Wife and My Wifey,2014,4.3,99 min
TV Comedies,TV Sci-Fi & Fantasy,,United States,,,אוק-01,Joel Hodgson,Kelly Fremon Craig,,,TV Show,Mystery Science Theater 3000,1999,7.9,1 Season
TV Comedies,TV Sci-Fi & Fantasy,,United States,,,נוב-01,Felicia Day,Paul Andrew Williams,,,TV Show,Mystery Science Theater 3000: The Return,2018,8,2 Seasons
Dramas,Thrillers,,United States,Australia,,פבר-05,Sean Penn,Hideaki Anno,Kazuya Tsurumaki,,Movie,Mystic River,2003,7.9,138 min
International TV Shows,TV Dramas,TV Horror,none,,, May 17,Romeo Tan,James Ponsoldt,,,TV Show,Mystic Whispers,2014,7.5,1 Season
Horror Movies,International Movies,,India,,,אוק-25,Udhay,Justin Benson,Aaron Moorhead,,Movie,Mythily Veendum Varunnu,2017,2.3,88 min
International TV Shows,TV Comedies,TV Dramas,France,,,ינו-17,Marina Hands,Sam Raimi,,,TV Show,Mythomaniac,2019,6.9,1 Season
British TV Shows,Docuseries,,United Kingdom,,, November 22,Nicholas Day,David Leveaux,,,TV Show,Myths & Monsters,2017,8.2,1 Season
Dramas,International Movies,,India,,,פבר-08,Siddique,Nicolas Pesce,,,Movie,Naa Bangaaru Talli,2013,7.8,122 min
Action & Adventure,International Movies,,India,,,אוק-25,Tapsee Pannu,Jesse Moss,,,Movie,Naam Shabana,2017,6.6,141 min
Action & Adventure,Dramas,International Movies,India,,,מרץ-10,Vishal,Michael Samuels,,,Movie,Naan Sigappu Manithan,2014,6.7,147 min
Comedies,Sports Movies,,United States,Mexico,,אוג-11,Jack Black,David Sington,,,Movie,Nacho Libre,2006,6,92 min
Documentaries,International Movies,,Italy,India,,מרץ-17,bam,Jenֳ©e LaMarque,,,Movie,Naga The Eternal Yogi,2016,7.2,73 min
Reality TV,,,United States,,,דצמ-31,Nicole Byer,David O. Russell,,,TV Show,Nailed It,2019,7.6,3 Seasons
International TV Shows,Reality TV,,France,,,יול-01,Artus,Kunle Afolayan,,,TV Show,Nailed It! France,2019,6.5,1 Season
International TV Shows,Reality TV,,none,,,מרץ-15,Angelina Kirsch,David R. Ellis,,,TV Show,Nailed It! Germany,2020,5.5,1 Season
Reality TV,,,United States,,,ינו-05,Nicole Byer,Omoni Oboli,,,TV Show,Nailed It! Holiday!,2019,7.8,2 Seasons
International TV Shows,Reality TV,Spanish-Language TV Shows,United States,Mexico,,נוב-18,Omar Chaparro,Coerte Voorhees,John Voorhees,,TV Show,Nailed It! Mexico,2019,6.3,1 Season
International TV Shows,Reality TV,Spanish-Language TV Shows,Spain,,,מרץ-07,La Terremoto de Alcorcֳ³n,Rodrigo Van Der Put,,,TV Show,Nailed It! Spain,2019,5.4,1 Season
Horror Movies,,,Ireland,,, September 1,Leah McNamara,Hugh WIlson,,,Movie,Nails,2017,4.8,85 min
Comedies,Romantic Movies,,United States,,,נוב-16,Marlon Wayans,Mark Tonderai,,,Movie,Naked,2017,7.9,97 min
Documentaries,,,United States,Botswana,,נוב-22,bam,Cheh Chang,,,Movie,Naledi: A Baby Elephant's Tale,2016,7.8,91 min
Action & Adventure,Comedies,International Movies,India,,, September 1,Amitabh Bachchan,Glen Winter,,,Movie,Namak Halaal,1982,7.5,171 min
Dramas,International Movies,Romantic Movies,India,,,אוק-15,Akshay Kumar,Brian Levant,,,Movie,Namastey London,2007,7.7,130 min
Dramas,Independent Movies,,United States,,,ספט-01,Karim Saleh,Brian Levant,,,Movie,Namour,2016,6.5,80 min
Horror Movies,International Movies,Romantic Movies,Thailand,,,ספט-01,Inthira Charoenpura,Meng Hua Ho,,,Movie,Nang Nak,1999,6.8,101 min
Comedies,Dramas,LGBTQ Movies,United States,,,אוק-15,Victoria Justice,Rob Minkoff,,,Movie,Naomi and Ely's No Kiss List,2015,5.8,91 min
Comedies,Dramas,Romantic Movies,United States,,,ספט-01,Sanaa Lathan,Peter Nicks,,,Movie,Nappily Ever After,2018,6.7,99 min
Crime TV Shows,TV Action & Adventure,TV Dramas,United States,Colombia,Mexico,ספט-01,Wagner Moura,Sion Sono,,,TV Show,Narcos,2017,8.8,3 Seasons
Crime TV Shows,TV Action & Adventure,TV Dramas,Mexico,United States,,ספט-01,Michael Peֳ±a,Oliver Frampton,,,TV Show,Narcos: Mexico,2018,8.4,1 Season
Crime TV Shows,Docuseries,,United States,,,ספט-01,bam,Toa Fraser,,,TV Show,Narcoworld: Dope Stories,2019,6.5,1 Season
Anime Series,International TV Shows,,Japan,,,אוק-01,Junko Takeuchi,Rob Burnett,,,TV Show,Naruto,2008,8.5,9 Seasons
Action & Adventure,Anime Features,International Movies,Japan,,,מרץ-02,Junko Takeuchi,Raֳ÷l Arֳ©valo,,,Movie,Naruto Shippֳ»den the Movie: Bonds,2008,7.3,93 min
Action & Adventure,Anime Features,International Movies,Japan,,,נוב-10,Junko Takeuchi,David Fincher,,,Movie,Naruto Shippֳ»den the Movie: The Will of Fire,2009,7.5,96 min
Action & Adventure,Anime Features,International Movies,Japan,,,מאי-15,Junko Takeuchi,Louie Psihoyos,,,Movie,Naruto Shippuden : Blood Prison,2011,7.6,102 min
Action & Adventure,Anime Features,International Movies,Japan,,,מרץ-26,Junko Takeuchi,Makoto Shinkai,,,Movie,Naruto Shippuden: The Movie,2007,7.2,95 min
Action & Adventure,Anime Features,International Movies,Japan,,,ינו-28,Junko Takeuchi,Nia Dinata,,,Movie,Naruto Shippuden: The Movie: The Lost Tower,2010,7.3,85 min
Action & Adventure,Anime Features,International Movies,Japan,,,מאי-08,Junko Takeuchi,Mario Mattei,,,Movie,Naruto the Movie 2: Legend of the Stone of Gelel,2005,6.8,97 min
Action & Adventure,Anime Features,International Movies,Japan,,,נוב-01,Junko Takeuchi,Aitor Arregi,Jon Garaֳ±o,,Movie,Naruto the Movie 3: Guardians of the Crescent Moon Kingdom,2006,6.8,95 min
Action & Adventure,Anime Features,International Movies,Japan,,,פבר-01,Yuri Lowenthal,Sam Raimi,,,Movie,Naruto the Movie: Ninja Clash in the Land of Snow,2004,7,83 min
Dramas,International Movies,Romantic Movies,India,,,יונ-01,Shivam Patil,Jun Lana,,,Movie,Nasha,2013,3.8,115 min
Stand-Up Comedy,,,Chile,,,יונ-01,Natalia Valdebenito,Ibai Abad,,,Movie,Natalia Valdebenito: El especial,2018,5.2,69 min
Stand-Up Comedy,,,United States,,,ספט-15,Natalia Valdebenito,Doron Paz,Yoav Paz,,Movie,Natalia Valdebenito: Gritona,2017,6.3,76 min
Movies,,,United States,,,דצמ-01,bam,Paul Shoulberg,,,Movie,Natascha Kampusch: The Whole Story,2010,5.8,51 min
Stand-Up Comedy,,,United States,,,אוק-01,Nate Bargatze,Kasra Farahani,,,Movie,Nate Bargatze: The Tennessee Kid,2019,7.6,61 min
Dramas,Independent Movies,International Movies,India,,,מרץ-01,Sruthi Hariharan,Neal Brennan,,,Movie,Nathicharami,2018,7.3,114 min
Documentaries,,,United States,,,מרץ-01,bam,David Batty,,,Movie,National Bird,2016,7.1,92 min
Action & Adventure,Comedies,Independent Movies,none,,,אוק-10,Emilio Estevez,David Batty,,,Movie,National Lampoon's Loaded Weapon 1,1993,6.3,82 min
Documentaries,,,United States,,,אפר-22,Robert Redford,David Batty,,,Movie,National Parks Adventure,2016,7,42 min
Action & Adventure,Children & Family Movies,,United States,,,אוק-01,Nicolas Cage,David Batty,,,Movie,National Treasure,2004,7,131 min
Dramas,International Movies,,India,,, September 1,Nana Patekar,Wong Kar Wai,,,Movie,Natsamrat - Asa Nat Hone Nahi,2016,0,165 min
Comedies,,,United States,,,אוק-01,Roman Atwood,Andy Devonshire,,,Movie,Natural Born Pranksters,2016,4.3,91 min
Dramas,Independent Movies,,United States,,,מרץ-31,Mason Dye,Shakti Samanta,,,Movie,Natural Selection,2015,5.4,101 min
Docuseries,Science & Nature TV,,United Kingdom,United States,, March 1,Gordon Buchanan,Karim Amer,Jehane Noujaim,,TV Show,Nature: Animals With Cameras,2018,7.9,1 Season
Docuseries,Science & Nature TV,,United States,,, July 1,Kevin Draine,Yee Tung-Shing,,,TV Show,NATURE: Natural Born Hustlers,2016,7.6,1 Season
Documentaries,,,United States,,,ינו-17,David Attenborough,John Dahl,,,Movie,Nature: Raising the Dinosaur Giant,2016,7.5,53 min
British TV Shows,Docuseries,Science & Nature TV,United States,United Kingdom,,אוק-01,David Attenborough,Eli Roth,,,TV Show,Nature's Great Events (2009),2009,0,1 Season
British TV Shows,Docuseries,Science & Nature TV,United States,United Kingdom,,פבר-15,David Attenborough,Gary Wang,,,TV Show,Nature's Great Events: Diaries,2009,0,1 Season
British TV Shows,Docuseries,Science & Nature TV,United Kingdom,,, December 7,Liz Bonnin,Mike Newell,,,TV Show,Nature's Great Race,2016,7,1 Season
British TV Shows,Docuseries,Science & Nature TV,United Kingdom,,,יונ-21,Chris Packham,Keoni Waxman,,,TV Show,Nature's Weirdest Events,2015,6.9,3 Seasons
Comedies,International Movies,Music & Musicals,India,,,יונ-26,Neeru Bajwa,Quentin Tarantino,,,Movie,Naughty Jatts,2013,6.9,121 min
Classic Movies,Documentaries,,United States,,,מרץ-11,bam,Quentin Tarantino,,,Movie,Nazi Concentration Camps,1945,8.2,59 min
Docuseries,,,United States,,,פבר-15,bam,Michael G. Kehoe,,,TV Show,Nazi Mega Weapons,2016,8,3 Seasons
Crime TV Shows,TV Dramas,TV Mysteries,United States,,, April 11,Mark Harmon,Mickey Liddell,,,TV Show,NCIS,2017,8.2,15 Seasons
Stand-Up Comedy,,,United States,,,אוק-18,Neal Brennan,Maya Gallus,,,Movie,Neal Brennan: 3 Mics,2017,7.4,66 min
Action & Adventure,Dramas,International Movies,India,,,ינו-01,Kulraj Randhawa,Chad Archibald,,,Movie,Needhi Singh,2016,6,103 min
Dramas,International Movies,Romantic Movies,India,,,פבר-01,Aadhi,Zoe Berriatֳ÷a,,,Movie,Neevevaro,2018,7.2,132 min
TV Comedies,TV Sci-Fi & Fantasy,Teen TV Shows,United States,,,אפר-07,Jaden Smith,Mark Columbus,Lauren Hoekstra,Sarah Kruchowski,TV Show,Neo Yokio,2018,6.3,2 Seasons
Anime Series,International TV Shows,,Japan,,,יול-01,Megumi Ogata,John Lee Hancock,,,TV Show,Neon Genesis Evangelion,1995,8.5,1 Season
Dramas,International Movies,,Chile,Argentina,France,ינו-09,Luis Gnecco,Kiko Cruz Claverol,Patricia Font,,Movie,Neruda,2016,6.9,108 min
TV Comedies,,,United States,,,ספט-07,Lauren Lapkus,Bradley Walsh,,,TV Show,Netflix Presents: The Characters,2016,5.5,1 Season
Dramas,Faith & Spirituality,,United States,,,מאי-01,Romeo Miller,Gonzalo Lֳ³pez-Gallego,,,Movie,Never Heard,2018,6.7,89 min
Romantic TV Shows,TV Comedies,,United States,,,יונ-30,Zooey Deschanel,Note Chern-Yim,,,TV Show,New Girl,2017,7.9,7 Seasons
Dramas,International Movies,,Nigeria,,,דצמ-02,Jemima Osunde,Milind Rau,,,Movie,New Money,2018,4.7,107 min
Children & Family Movies,Comedies,,United States,,,פבר-15,Mary-Kate Olsen,Manolo Caro,,,Movie,New York Minute,2004,5.3,91 min
Dramas,Independent Movies,Romantic Movies,United States,,, July 12,Nicholas Hoult,Damani Baker,,,Movie,Newness,2017,6.6,117 min
Documentaries,,,United States,,,יול-01,bam,Rudradeep Bhattacharjee,,,Movie,Newtown,2016,6.2,84 min
Action & Adventure,Sci-Fi & Fantasy,,United States,,,אוק-01,Nicolas Cage,Rob W. King,,,Movie,Next,2007,6.3,96 min
Comedies,Dramas,International Movies,India,,,מרץ-01,Navdeep,Lasse Hallstrֳ¶m,,,Movie,Next Enti?,2018,4.9,117 min
Children & Family Movies,Comedies,Sci-Fi & Fantasy,China,Canada,United States,פבר-01,John Krasinski,Rob Cohen,,,Movie,Next Gen,2018,6.8,106 min
Action & Adventure,Dramas,International Movies,India,,,דצמ-23,Arjun,Vlad Yudin,,,Movie,Nibunan,2017,7.1,124 min
Dramas,Independent Movies,Thrillers,United States,,,ינו-01,Jesse Eisenberg,Terry Gilliam,,,Movie,Night Moves,2013,5.9,113 min
TV Horror,TV Mysteries,TV Sci-Fi & Fantasy,United States,,,ינו-16,Eoin Macken,Isaac Ezban,,,TV Show,Nightflyers,2018,6.1,1 Season
