Janner1,Janner2,Janner3,Country1,Country2,Country3,Main_Acter,Director1,Director2,Director3,type,release_year,rating,duration[Seasons/Min],,,,,
1,23,22,14,,,3471,,,,0,71,2,1,,,,,
2,35,,4,,,1663,,,,1,70,1,95,,,,,
12,,,12,,,3472,,,,0,70,3,1,,,,,
4,,,4,,,128,,,,1,68,1,97,,,,,
19,,,4,,,12,,,,0,69,2,3,,,,,
7,,10,8,,,3473,,,,1,57,3,92,,,,,
1,,27,10,,,3474,,,,0,67,2,1,,,,,
19,23,,4,,,3475,,,,0,70,2,1,,,,,
1,30,23,19,,,3476,,,,0,71,3,2,,,,,
3,10,18,6,,,3477,,,,1,69,2,135,,,,,
1,34,23,2,,,3478,,,,0,71,3,2,,,,,
8,,,10,,,3479,,,,1,71,1,36,,,,,
6,,,4,,,12,,,,1,68,3,79,,,,,
1,27,,6,,,1493,,,,0,67,1,3,,,,,
6,10,29,6,,,12,,,,1,65,1,53,,,,,
4,11,,12,,,558,,,,1,69,1,94,,,,,
7,2,,4,6,35,2087,,,,1,66,3,123,,,,,
9,15,,21,,,218,,,,0,67,2,1,,,,,
4,,,4,,,3480,,,,1,70,1,103,,,,,
6,17,,4,,,3470,,,,1,68,2,111,,,,,
26,22,33,4,,,3481,,,,0,71,1,1,,,,,
4,11,,21,12,19,3482,,,,1,61,2,123,,,,,
12,23,,30,,,3483,,,,0,71,3,1,,,,,
9,23,,21,,,3484,,,,0,62,3,3,,,,,
10,11,18,2,,,1232,,,,1,66,2,100,,,,,
7,28,35,4,,,3485,,,,1,69,2,84,,,,,
13,,,27,,,3486,,,,1,70,2,75,,,,,
13,7,,4,,,3487,,,,1,70,3,118,,,,,
5,1,23,12,26,18,147,,,,0,69,2,1,,,,,
3,10,,14,19,,3488,,,,1,71,1,102,,,,,
7,2,,4,,,2944,,,,1,61,2,108,,,,,
4,7,,4,26,12,1505,,,,1,55,1,98,,,,,
1,22,,10,,,3489,,,,0,63,1,1,,,,,
5,1,34,2,,,3490,,,,0,70,2,1,,,,,
5,15,,4,,,3491,,,,0,70,3,1,,,,,
2,10,,19,7,,3492,,,,1,68,3,115,,,,,
9,1,30,21,,,3493,,,,0,70,3,1,,,,,
2,10,18,21,,,3494,,,,1,68,1,99,,,,,
2,10,,21,,,3495,,,,1,70,1,103,,,,,
31,2,18,30,,,3496,,,,1,50,2,101,,,,,
7,35,,4,,,220,,,,1,61,2,99,,,,,
9,5,15,21,,,3497,,,,0,70,1,2,,,,,
10,18,,14,26,,3498,,,,1,69,2,129,,,,,
10,18,,14,,,2673,,,,1,68,3,106,,,,,
3,28,18,4,,,998,,,,1,67,2,100,,,,,
5,15,,10,,,3499,,,,0,60,2,1,,,,,
2,,,4,,,2324,,,,1,71,3,209,,,,,
6,,,4,,,3500,,,,1,71,3,24,,,,,
2,10,,21,19,,1133,,,,1,63,2,105,,,,,
1,22,,10,,,3501,,,,0,61,2,1,,,,,
16,1,,37,,,889,,,,0,66,3,1,,,,,
2,10,18,9,,,3502,,,,1,70,2,93,,,,,
9,32,1,21,,,2793,,,,0,65,3,5,,,,,
6,,,64,,,12,,,,1,68,3,112,,,,,
6,10,,19,,,12,,,,1,67,2,52,,,,,
15,1,34,4,,,3503,,,,0,62,1,1,,,,,
7,2,35,4,,,1071,,,,1,59,2,106,,,,,
19,23,,4,,,3504,,,,0,70,2,2,,,,,
2,,,4,,,3505,,,,1,68,2,123,,,,,
5,1,22,8,,,1997,,,,0,70,3,1,,,,,
12,,,6,26,19,3506,,,,0,62,3,1,,,,,
2,10,,25,,,3395,,,,1,65,3,90,,,,,
1,,30,22,,,3507,,,,0,68,3,1,,,,,
13,2,,4,31,,2536,,,,1,62,2,140,,,,,
5,15,,4,,,12,,,,0,69,3,1,,,,,
2,18,,4,,,1539,,,,1,69,2,95,,,,,
4,10,,1,,,3508,,,,1,69,3,100,,,,,
2,28,,4,38,21,3509,,,,1,70,2,97,,,,,
27,,,10,,,3510,,,,0,71,3,1,,,,,
2,,,10,,,3511,,,,1,71,3,141,,,,,
1,26,22,31,,,3512,,,,0,71,3,1,,,,,
2,10,,21,4,30,154,,,,1,62,3,118,,,,,
1,34,25,24,,,3513,,,,0,69,3,1,,,,,
7,35,,21,4,,3514,,,,1,70,2,105,,,,,
13,7,35,4,,,3515,,,,1,71,1,93,,,,,
23,22,,4,,,1505,,,,0,71,3,2,,,,,
30,22,,12,4,,1389,,,,0,61,3,6,,,,,
1,,22,22,,,3516,,,,0,69,3,1,,,,,
2,35,11,4,,,2258,,,,1,58,2,98,,,,,
13,,,4,,,3517,,,,1,69,2,86,,,,,
2,28,10,6,,,3518,,,,1,64,2,113,,,,,
1,23,33,15,,,3519,,,,0,70,2,1,,,,,
7,2,28,4,,,3520,,,,1,70,1,98,,,,,
6,10,,52,46,33,3521,,,,1,68,2,84,,,,,
4,7,,4,,,47,,,,1,43,2,105,,,,,
15,22,,4,,,3522,,,,0,71,2,1,,,,,
24,2,,30,,,3523,,,,1,44,2,93,,,,,
3,28,18,19,4,,3524,,,,1,62,1,88,,,,,
2,,,4,,,3525,,,,1,68,1,131,,,,,
7,10,,1,,,3526,,,,1,70,1,44,,,,,
2,10,,49,48,,3527,,,,1,69,2,119,,,,,
12,23,,4,,,3528,,,,0,71,3,1,,,,,
9,1,26,21,,,3529,,,,0,70,3,3,,,,,
7,2,,4,,,3530,,,,1,71,1,99,,,,,
6,,,21,,,3531,,,,1,66,3,96,,,,,
23,,,4,,,3002,,,,0,70,2,1,,,,,
1,23,,15,,,3532,,,,0,69,2,1,,,,,
6,,,4,,,12,,,,1,70,1,70,,,,,
4,10,,73,24,,3533,,,,1,70,2,107,,,,,
6,10,,21,16,38,3534,,,,1,68,2,83,,,,,
7,35,,4,,,2907,,,,1,71,1,110,,,,,
2,17,,4,,,3535,,,,1,71,1,88,,,,,
7,2,,4,,,1133,,,,1,71,2,96,,,,,
7,10,35,14,,,3536,,,,1,70,2,101,,,,,
4,7,2,4,,,3537,,,,1,70,1,83,,,,,
6,,,4,,,12,,,,1,69,2,87,,,,,
1,26,22,31,,,3538,,,,0,60,3,1,,,,,
6,,,4,,,12,,,,1,71,2,87,,,,,
7,2,10,6,,,3539,,,,1,68,1,118,,,,,
1,30,22,10,,,3540,,,,0,71,3,1,,,,,
1,23,22,30,,,3541,,,,0,71,3,2,,,,,
5,1,22,10,,,3542,,,,0,65,1,1,,,,,
1,,30,22,,,3543,,,,0,69,2,1,,,,,
5,1,,22,,,516,,,,0,71,2,1,,,,,
2,10,35,14,24,,3544,,,,1,68,3,110,,,,,
2,10,,11,26,,3545,,,,1,68,2,118,,,,,
7,28,,12,4,,1456,,,,1,69,1,89,,,,,
13,2,,4,,,3546,,,,1,70,3,85,,,,,
1,22,,10,,,699,,,,0,61,1,1,,,,,
13,,,19,,,1145,,,,1,68,3,107,,,,,
7,10,,14,,,3547,,,,1,71,1,86,,,,,
2,10,18,26,,,3548,,,,1,58,3,138,,,,,
5,22,,4,,,2144,,,,0,67,2,1,,,,,
7,10,35,46,21,87,3549,,,,1,67,2,119,,,,,
3,10,,46,,,3550,,,,1,69,1,93,,,,,
7,29,17,10,,,976,,,,1,71,2,30,,,,,
6,,,4,,,12,,,,1,71,3,87,,,,,
24,7,17,4,,,3551,,,,1,26,2,121,,,,,
7,2,17,4,,,3552,,,,1,60,1,95,,,,,
6,10,,27,25,47,12,,,,1,66,3,103,,,,,
4,11,,28,4,,4,,,,1,55,3,201,,,,,
4,11,,28,4,,4,,,,1,54,3,179,,,,,
2,10,,24,39,14,2585,,,,1,69,2,113,,,,,
2,10,35,34,,,3553,,,,1,67,1,127,,,,,
7,17,,21,26,4,405,,,,1,60,1,87,,,,,
7,2,28,4,,,3554,,,,1,69,3,98,,,,,
4,2,28,52,6,30,607,,,,1,67,3,109,,,,,
6,10,,21,,,12,,,,1,68,1,98,,,,,
2,10,,7,,,3555,,,,1,34,1,82,,,,,
7,10,11,23,,,1910,,,,1,45,2,85,,,,,
6,,,4,30,18,3556,,,,1,69,2,90,,,,,
12,,,12,4,,3200,,,,0,49,3,4,,,,,
12,,,4,,,3557,,,,0,70,2,2,,,,,
22,33,,4,,,3558,,,,0,70,3,3,,,,,
9,15,,21,4,14,218,,,,0,64,1,1,,,,,
4,7,10,6,,,3559,,,,1,70,3,137,,,,,
6,29,,4,,,3560,,,,1,61,1,68,,,,,
2,10,,16,52,19,3561,,,,1,71,2,107,,,,,
7,3,10,19,52,,3562,,,,1,69,1,100,,,,,
1,30,22,37,,,3563,,,,0,69,1,1,,,,,
13,6,,4,,,3564,,,,1,69,2,98,,,,,
4,35,,4,26,2,206,,,,1,50,2,138,,,,,
13,7,,4,,,3565,,,,1,67,2,40,,,,,
2,28,,4,,,1609,,,,1,64,2,137,,,,,
4,11,,4,,,2258,,,,1,51,3,136,,,,,
4,11,,4,,,2258,,,,1,55,2,138,,,,,
4,11,,4,,,2258,,,,1,55,2,129,,,,,
3,28,10,14,,,3566,,,,1,69,1,90,,,,,
6,,,4,,,1951,,,,1,70,3,116,,,,,
2,10,,22,,,3567,,,,1,69,1,130,,,,,
6,,,4,,,12,,,,1,65,3,60,,,,,
5,1,22,1,,,3568,,,,0,71,3,2,,,,,
2,10,,49,14,24,3569,,,,1,67,2,88,,,,,
24,6,,4,,,12,,,,1,4,1,40,,,,,
7,,,4,21,,2590,,,,1,61,2,94,,,,,
22,,33,4,,,3570,,,,0,67,1,1,,,,,
5,1,22,51,,,3571,,,,0,67,3,1,,,,,
7,2,28,4,,,210,,,,1,69,2,113,,,,,
7,10,,23,,,3010,,,,1,65,1,98,,,,,
6,10,,26,16,,12,,,,1,69,2,91,,,,,
15,,,4,,,343,,,,0,68,3,5,,,,,
15,,,4,,,2266,,,,0,71,3,1,,,,,
12,23,,19,,,12,,,,0,64,1,2,,,,,
1,34,26,14,,,2275,,,,0,69,3,3,,,,,
1,,22,22,,,3572,,,,0,68,3,1,,,,,
1,22,,10,,,3573,,,,0,68,1,1,,,,,
22,25,,4,,,3574,,,,0,69,2,1,,,,,
2,10,35,34,,,149,,,,1,64,2,132,,,,,
6,,,21,,,284,,,,1,69,2,44,,,,,
2,28,10,27,,,3575,,,,1,68,1,104,,,,,
3,28,,4,12,,3576,,,,1,68,1,91,,,,,
2,,,28,,,3577,,,,1,67,1,70,,,,,
15,,,4,,,12,,,,0,70,3,1,,,,,
2,10,18,52,21,4,3578,,,,1,70,1,102,,,,,
1,23,22,45,,,1828,,,,0,69,1,1,,,,,
2,,,4,,,1387,,,,1,69,1,93,,,,,
6,,,4,,,12,,,,1,70,2,92,,,,,
7,2,10,14,2,,3579,,,,1,69,2,114,,,,,
15,,,4,,,12,,,,0,71,3,1,,,,,
12,23,,4,,,3580,,,,0,69,1,4,,,,,
9,5,15,21,,,12,,,,0,67,3,1,,,,,
2,10,29,16,,,3581,,,,1,69,2,115,,,,,
1,22,,37,,,3582,,,,0,71,3,1,,,,,
7,,,10,,,1363,,,,1,43,2,85,,,,,
7,31,,4,,,1363,,,,1,40,3,85,,,,,
24,2,17,4,,,2526,,,,1,36,3,138,,,,,
24,6,,4,,,12,,,,1,4,1,40,,,,,
1,34,23,14,,,3583,,,,0,71,1,1,,,,,
12,26,33,30,28,,3584,,,,0,70,2,1,,,,,
7,28,35,12,,,3585,,,,1,70,1,82,,,,,
2,10,,14,68,,3586,,,,1,68,2,104,,,,,
4,10,,25,4,,3587,,,,1,70,2,121,,,,,
22,,,4,,,2546,,,,0,69,3,4,,,,,
15,,,4,,,12,,,,0,69,3,1,,,,,
6,10,,26,,,12,,,,1,68,2,90,,,,,
13,,,4,,,3588,,,,1,70,1,99,,,,,
22,,33,4,,,3589,,,,0,71,3,2,,,,,
1,30,22,3,,,222,,,,0,63,2,1,,,,,
4,10,,17,,,3590,,,,1,68,2,104,,,,,
23,,,4,,,1104,,,,0,64,3,9,,,,,
6,10,,10,,,12,,,,1,59,3,97,,,,,
7,2,28,4,,,962,,,,1,66,2,91,,,,,
7,10,,34,,,2487,,,,1,60,1,106,,,,,
3,18,,4,,,42,,,,1,70,1,95,,,,,
22,25,,4,,,3591,,,,0,71,2,1,,,,,
20,,,4,,,3592,,,,1,52,2,111,,,,,
22,25,,4,,,3593,,,,0,70,3,5,,,,,
6,29,,4,,,3594,,,,1,67,3,84,,,,,
2,28,,19,36,4,3595,,,,1,70,2,122,,,,,
7,,,4,,,2517,,,,1,69,1,94,,,,,
8,,,4,,,3596,,,,1,71,3,86,,,,,
2,18,,4,,,3597,,,,1,70,3,121,,,,,
5,1,30,32,,,3598,,,,0,56,3,1,,,,,
7,,,4,,,217,,,,1,70,1,95,,,,,
1,22,,74,,,3599,,,,0,70,3,2,,,,,
4,7,,21,,,1560,,,,1,53,2,94,,,,,
2,28,,21,,,3600,,,,1,68,2,87,,,,,
4,,,4,,,2590,,,,1,49,1,124,,,,,
2,18,,4,,,1175,,,,1,45,2,141,,,,,
7,35,,4,,,3601,,,,1,71,1,91,,,,,
6,10,17,10,,,12,,,,1,70,1,93,,,,,
7,2,10,2,,,3602,,,,1,66,2,143,,,,,
1,30,23,10,,,3603,,,,0,69,1,1,,,,,
3,,18,4,,,3604,,,,1,71,1,91,,,,,
2,29,35,21,4,,114,,,,1,56,3,141,,,,,
2,10,,14,,,2673,,,,1,70,2,110,,,,,
4,2,10,26,,,2376,,,,1,65,3,155,,,,,
13,7,,4,56,,2694,,,,1,58,2,93,,,,,
13,,,4,,,3605,,,,1,66,2,78,,,,,
2,,,75,98,105,296,,,,1,69,2,118,,,,,
6,,,4,,,3606,,,,1,59,3,89,,,,,
2,28,,4,,,644,,,,1,64,3,140,,,,,
2,10,18,6,,,3607,,,,1,67,2,124,,,,,
7,10,,10,,,2501,,,,1,64,3,110,,,,,
23,22,,4,,,3608,,,,0,71,3,1,,,,,
7,28,,4,,,1149,,,,1,70,1,94,,,,,
6,,,12,4,,12,,,,1,69,2,96,,,,,
7,2,10,22,,,3308,,,,1,56,2,116,,,,,
2,10,,19,,,3609,,,,1,69,1,92,,,,,
4,,,4,21,,3610,,,,1,66,1,91,,,,,
1,22,,31,,,3611,,,,0,71,3,1,,,,,
1,30,23,32,,,3612,,,,0,57,2,1,,,,,
13,,,4,,,3613,,,,1,61,2,98,,,,,
13,2,35,4,,,3515,,,,1,70,2,102,,,,,
1,30,22,31,,,3614,,,,0,68,3,1,,,,,
4,2,10,22,,,3615,,,,1,69,2,125,,,,,
3,10,18,8,,,3616,,,,1,69,1,113,,,,,
1,30,26,5,,,3617,,,,0,71,3,2,,,,,
6,,,4,,,3618,,,,1,71,1,76,,,,,
2,,,4,,,441,,,,1,58,3,117,,,,,
6,17,,4,,,3619,,,,1,70,1,90,,,,,
15,,,12,,,3620,,,,0,61,2,1,,,,,
5,1,34,43,,,3621,,,,0,70,3,1,,,,,
6,,,4,,,12,,,,1,70,1,105,,,,,
1,22,,27,4,,3622,,,,0,71,2,2,,,,,
13,2,10,25,,,1224,,,,1,60,3,119,,,,,
2,18,,4,26,,2944,,,,1,49,2,136,,,,,
23,,,4,,,3623,,,,0,71,3,7,,,,,
27,,,4,,,3624,,,,0,68,2,1,,,,,
6,10,,6,,,12,,,,1,62,2,52,,,,,
9,15,1,21,,,3625,,,,0,58,3,1,,,,,
6,17,,4,12,37,3626,,,,1,67,3,81,,,,,
6,17,,4,,,3627,,,,1,68,2,77,,,,,
2,10,35,14,,,3628,,,,1,68,2,108,,,,,
2,18,,12,4,,3135,,,,1,71,2,130,,,,,
6,17,,4,,,12,,,,1,69,2,120,,,,,
2,28,10,28,,,3629,,,,1,68,1,102,,,,,
9,27,,21,,,12,,,,0,70,3,2,,,,,
2,10,,10,,,942,,,,1,67,1,90,,,,,
6,10,,22,,,12,,,,1,69,1,100,,,,,
2,10,,33,,,3630,,,,1,70,2,123,,,,,
1,22,25,19,,,3631,,,,0,67,3,1,,,,,
3,10,,21,14,52,3632,,,,1,68,1,90,,,,,
4,7,,4,,,210,,,,1,67,1,120,,,,,
3,28,11,63,22,62,3633,,,,1,68,1,92,,,,,
2,10,35,15,,,3634,,,,1,63,2,93,,,,,
3,18,,4,,,214,,,,1,54,2,116,,,,,
2,10,,21,,,3635,,,,1,66,1,107,,,,,
1,30,26,31,,,3636,,,,0,70,3,1,,,,,
3,10,18,21,12,,2626,,,,1,70,2,95,,,,,
2,28,,4,,,388,,,,1,68,1,87,,,,,
4,,,4,,,1133,,,,1,46,2,111,,,,,
1,22,,51,,,3637,,,,0,69,3,1,,,,,
6,10,,4,,,12,,,,1,71,1,14,,,,,
1,30,34,10,,,3638,,,,0,71,3,1,,,,,
6,10,29,21,,,3639,,,,1,68,3,101,,,,,
10,18,,30,4,,2879,,,,1,66,2,103,,,,,
9,15,1,21,,,12,,,,0,69,2,1,,,,,
13,7,,4,,,1901,,,,1,50,1,81,,,,,
7,2,,4,21,,637,,,,1,63,2,120,,,,,
2,28,,4,,,558,,,,1,67,1,90,,,,,
6,,,21,,,3640,,,,1,69,1,47,,,,,
2,10,,16,19,,1251,,,,1,71,1,111,,,,,
2,,,4,,,1759,,,,1,41,3,94,,,,,
4,35,,4,,,3641,,,,1,49,2,116,,,,,
4,,,4,,,3642,,,,1,69,2,92,,,,,
2,28,10,27,21,18,3643,,,,1,66,2,92,,,,,
7,2,28,30,,,2793,,,,1,64,2,99,,,,,
2,18,,26,12,4,2324,,,,1,53,2,124,,,,,
2,,,4,,,997,,,,1,67,2,111,,,,,
6,,,4,,,12,,,,1,68,2,32,,,,,
3,10,,10,,,3644,,,,1,70,1,98,,,,,
6,,,30,4,,12,,,,1,58,1,91,,,,,
13,7,,4,19,37,2380,,,,1,71,2,86,,,,,
16,1,,37,,,399,,,,0,70,3,3,,,,,
4,21,10,37,,,399,,,,1,70,3,100,,,,,
6,,,4,,,12,,,,1,66,3,104,,,,,
15,,,4,,,12,,,,0,67,3,1,,,,,
26,22,33,4,28,,3645,,,,0,70,3,2,,,,,
7,10,29,6,,,205,,,,1,66,1,123,,,,,
13,6,17,4,,,3646,,,,1,65,3,100,,,,,
4,2,10,46,18,,3647,,,,1,68,3,108,,,,,
11,18,,4,,,314,,,,1,66,1,97,,,,,
2,10,,6,,,572,,,,1,69,1,90,,,,,
2,10,,6,,,572,,,,1,67,1,91,,,,,
3,18,,26,,,3648,,,,1,71,1,91,,,,,
3,28,10,2,,,3649,,,,1,67,1,90,,,,,
2,10,35,25,,,83,,,,1,65,3,163,,,,,
5,22,,4,,,3650,,,,0,70,3,2,,,,,
2,28,10,14,,,2673,,,,1,70,1,110,,,,,
2,10,,6,21,12,3651,,,,1,71,3,143,,,,,
5,1,22,71,,,3652,,,,0,69,3,3,,,,,
22,,,4,,,3653,,,,0,71,2,1,,,,,
2,28,10,24,,,3654,,,,1,71,3,93,,,,,
1,,23,22,,,3655,,,,0,68,3,1,,,,,
1,,23,22,,,3656,,,,0,70,3,2,,,,,
4,35,11,4,,,3657,,,,1,68,2,120,,,,,
2,28,35,4,,,55,,,,1,65,2,95,,,,,
13,,,4,,,3658,,,,1,60,2,97,,,,,
2,28,10,7,,,3659,,,,1,30,3,84,,,,,
13,7,,4,,,3420,,,,1,71,1,46,,,,,
1,22,,19,,,3660,,,,0,71,3,1,,,,,
6,10,,21,,,12,,,,1,71,2,94,,,,,
6,10,,21,15,4,3661,,,,1,65,2,105,,,,,
7,2,28,4,,,1240,,,,1,57,3,81,,,,,
5,15,,19,,,12,,,,0,70,3,1,,,,,
19,23,,4,,,2523,,,,0,70,2,2,,,,,
2,28,18,4,,,31,,,,1,67,2,122,,,,,
15,,,4,,,274,,,,0,69,3,2,,,,,
15,,,4,,,274,,,,0,69,3,1,,,,,
1,26,22,8,,,3662,,,,0,71,2,1,,,,,
24,2,18,4,,,3663,,,,1,6,3,94,,,,,
18,,,4,,,3664,,,,1,69,1,90,,,,,
6,10,,21,,,12,,,,1,67,2,91,,,,,
3,,,4,,,3665,,,,1,69,2,89,,,,,
12,,,4,12,,3666,,,,0,41,2,1,,,,,
4,7,10,34,,,511,,,,1,68,1,115,,,,,
6,,,4,,,12,,,,1,70,2,98,,,,,
4,,,4,21,,828,,,,1,61,2,106,,,,,
2,18,,4,,,2944,,,,1,51,3,139,,,,,
2,10,,24,,,3667,,,,1,68,1,81,,,,,
1,22,,10,,,3668,,,,0,70,3,1,,,,,
31,3,28,4,,,3669,,,,1,26,3,83,,,,,
2,35,,21,37,4,3670,,,,1,66,3,123,,,,,
2,10,,15,,,3671,,,,1,65,1,96,,,,,
7,2,10,34,,,3672,,,,1,68,1,118,,,,,
7,2,28,4,,,3673,,,,1,68,2,94,,,,,
6,,,21,,,1824,,,,1,69,2,58,,,,,
4,11,,4,35,,2879,,,,1,54,1,96,,,,,
2,35,11,4,,,3674,,,,1,61,2,107,,,,,
2,11,18,21,14,4,891,,,,1,70,1,97,,,,,
4,35,,4,19,16,3675,,,,1,62,1,103,,,,,
15,27,,4,,,12,,,,0,71,3,3,,,,,
6,10,,67,,,12,,,,1,70,2,24,,,,,
5,15,,4,,,3676,,,,0,68,2,1,,,,,
7,,,4,,,3677,,,,1,69,1,91,,,,,
2,28,10,14,,,2040,,,,1,70,2,136,,,,,
7,10,,14,,,91,,,,1,70,3,91,,,,,
2,28,17,4,,,2145,,,,1,69,1,104,,,,,
18,,,4,,,3678,,,,1,48,1,94,,,,,
7,,,21,,,1560,,,,1,68,3,108,,,,,
18,,,4,,,558,,,,1,67,1,91,,,,,
5,1,26,10,,,2375,,,,0,60,2,1,,,,,
6,10,,21,,,3679,,,,1,68,2,58,,,,,
5,1,22,3,,,3680,,,,0,68,3,1,,,,,
22,,,46,12,4,412,,,,0,62,3,4,,,,,
4,7,,4,,,2028,,,,1,54,1,99,,,,,
32,33,,4,,,3681,,,,0,15,3,4,,,,,
4,7,10,23,31,,45,,,,1,56,1,106,,,,,
2,,,21,16,24,620,,,,1,71,3,126,,,,,
7,35,,4,,,3682,,,,1,61,2,96,,,,,
1,22,,10,,,2044,,,,0,61,1,1,,,,,
26,,33,4,,,12,,,,0,71,3,1,,,,,
3,10,,8,,,3683,,,,1,63,1,93,,,,,
1,22,,10,,,3684,,,,0,69,1,1,,,,,
15,,,4,,,3685,,,,0,61,3,1,,,,,
2,10,,52,19,,3686,,,,1,68,2,106,,,,,
6,,,4,,,3687,,,,1,65,2,103,,,,,
12,,,30,,,3688,,,,0,71,2,1,,,,,
2,10,35,34,,,3294,,,,1,68,1,130,,,,,
1,26,,31,,,3689,,,,0,71,3,1,,,,,
6,,,4,,,3690,,,,1,69,3,91,,,,,
22,,33,4,,,3691,,,,0,69,3,8,,,,,
3,18,,4,,,3692,,,,1,69,1,92,,,,,
7,10,,10,,,3693,,,,1,70,1,103,,,,,
15,,,4,,,12,,,,0,69,3,1,,,,,
2,28,10,6,,,1773,,,,1,68,2,72,,,,,
32,26,22,4,,,3694,,,,0,70,3,9,,,,,
4,2,10,15,,,3695,,,,1,67,1,98,,,,,
10,11,,31,,,3696,,,,1,71,2,125,,,,,
15,,,4,,,3261,,,,0,59,3,1,,,,,
10,18,,14,,,3697,,,,1,70,1,93,,,,,
2,10,,30,4,,3698,,,,1,66,2,111,,,,,
13,,,28,21,30,3670,,,,1,59,2,112,,,,,
7,17,,4,,,210,,,,1,50,1,90,,,,,
3,10,,34,,,3699,,,,1,58,1,101,,,,,
7,2,10,9,,,3316,,,,1,68,1,101,,,,,
7,10,35,9,,,958,,,,1,69,1,98,,,,,
7,,,4,,,210,,,,1,70,1,117,,,,,
22,,,4,,,3700,,,,0,57,3,7,,,,,
6,,,21,,,12,,,,1,68,2,41,,,,,
12,23,,4,,,3701,,,,0,70,3,1,,,,,
9,1,23,21,,,3702,,,,0,69,2,2,,,,,
13,2,29,6,,,1665,,,,1,69,2,117,,,,,
3,28,,21,12,4,3703,,,,1,67,2,92,,,,,
3,18,,4,,,3704,,,,1,70,1,88,,,,,
26,22,,7,4,,3705,,,,0,71,3,1,,,,,
2,10,18,19,,,3706,,,,1,71,2,116,,,,,
1,30,23,31,,,858,,,,0,62,1,1,,,,,
6,10,,21,,,12,,,,1,68,1,47,,,,,
7,2,,38,,,3707,,,,1,68,2,100,,,,,
2,10,,19,,,3708,,,,1,69,2,114,,,,,
4,,,21,4,,1012,,,,1,51,2,128,,,,,
4,7,10,19,,,3709,,,,1,70,2,101,,,,,
2,35,,4,,,3710,,,,1,71,1,108,,,,,
9,15,1,21,,,3711,,,,0,71,3,3,,,,,
6,,,21,,,3712,,,,1,70,1,53,,,,,
9,12,,21,26,,1633,,,,0,71,3,3,,,,,
10,11,18,35,13,,3713,,,,1,68,1,99,,,,,
5,1,22,42,,,3267,,,,0,71,1,1,,,,,
18,,,12,,,3714,,,,1,69,1,89,,,,,
5,1,22,5,,,3715,,,,0,71,3,2,,,,,
1,30,23,32,,,3716,,,,0,61,1,1,,,,,
7,10,,46,,,3717,,,,1,68,3,83,,,,,
4,7,10,23,,,3718,,,,1,37,1,85,,,,,
7,2,10,6,,,1960,,,,1,71,1,135,,,,,
6,,,12,,,3719,,,,1,68,2,94,,,,,
2,10,35,6,,,3720,,,,1,69,2,104,,,,,
7,10,29,6,,,3721,,,,1,65,2,132,,,,,
6,29,,4,,,3722,,,,1,40,3,89,,,,,
7,2,28,4,,,3049,,,,1,71,2,97,,,,,
20,,,4,,,3723,,,,1,68,1,67,,,,,
6,,,4,,,12,,,,1,68,2,86,,,,,
7,10,,19,52,,207,,,,1,68,1,110,,,,,
7,2,10,14,,,146,,,,1,69,2,99,,,,,
1,26,22,52,,,3724,,,,0,71,2,1,,,,,
1,25,,8,,,3725,,,,0,66,2,1,,,,,
1,22,,15,,,312,,,,0,69,3,1,,,,,
1,,30,22,,,3726,,,,0,67,3,1,,,,,
7,10,35,31,,,1613,,,,1,69,2,107,,,,,
6,10,29,52,,,12,,,,1,67,2,77,,,,,
2,28,10,6,4,,3727,,,,1,67,3,123,,,,,
4,10,17,8,,,3728,,,,1,69,1,122,,,,,
4,7,11,4,,,3729,,,,1,69,3,131,,,,,
2,10,,21,,,3730,,,,1,62,2,125,,,,,
2,10,,21,30,12,3730,,,,1,62,2,125,,,,,
4,10,,23,31,,199,,,,1,68,3,88,,,,,
1,34,22,14,,,3731,,,,0,71,2,1,,,,,
9,1,27,21,,,12,,,,0,70,2,1,,,,,
7,2,10,10,,,2971,,,,1,62,1,96,,,,,
3,,,4,,,3732,,,,1,70,3,87,,,,,
7,2,10,6,,,3733,,,,1,69,1,133,,,,,
2,18,,4,,,870,,,,1,69,1,93,,,,,
24,6,,4,,,3734,,,,1,7,2,42,,,,,
5,1,22,30,,,3735,,,,0,70,3,1,,,,,
27,,,4,,,3736,,,,0,71,2,1,,,,,
1,30,34,14,,,3737,,,,0,69,3,1,,,,,
5,1,22,31,,,3738,,,,0,69,3,1,,,,,
19,23,,4,,,3739,,,,0,71,1,1,,,,,
20,,,4,,,3740,,,,1,71,1,56,,,,,
6,20,,4,,,3741,,,,1,67,3,92,,,,,
20,,,4,,,3741,,,,1,70,2,58,,,,,
4,2,10,6,,,3742,,,,1,68,1,130,,,,,
2,10,17,24,16,,2585,,,,1,68,1,98,,,,,
5,1,34,2,,,3602,,,,0,71,1,1,,,,,
2,10,18,31,,,3743,,,,1,68,1,108,,,,,
2,10,,6,,,3744,,,,1,69,3,151,,,,,
1,22,,32,,,3745,,,,0,71,1,1,,,,,
20,,,4,,,874,,,,1,42,2,30,,,,,
20,,,4,,,874,,,,1,43,1,30,,,,,
29,20,,21,,,3746,,,,1,63,3,146,,,,,
29,20,,21,,,3746,,,,1,60,3,127,,,,,
7,2,10,6,,,3747,,,,1,65,3,125,,,,,
2,28,10,2,33,,497,,,,1,70,1,96,,,,,
