@relation netflix_Alg

@attribute Janner1 numeric
@attribute Janner2 numeric
@attribute Janner3 numeric
@attribute Country1 numeric
@attribute Country2 numeric
@attribute Main_Acter numeric
@attribute Director1 numeric
@attribute Director2 numeric
@attribute release_year numeric
@attribute rating numeric
@attribute duration[Seasons/Min] numeric

@data
18,?,?,4,?,3125,?,?,45,1,107
27,?,?,4,?,3126,?,?,70,1,1
2,10,?,9,?,3127,?,?,69,1,115
4,2,10,21,28,3128,?,?,67,2,84
2,18,?,12,4,1122,?,?,69,1,95
4,7,11,4,?,3129,?,?,50,2,110
18,?,?,4,?,3130,?,?,69,2,92
7,2,28,4,?,2349,?,?,60,2,95
6,17,?,4,?,12,?,?,69,1,66
2,10,18,14,?,3131,?,?,68,2,123
5,1,26,37,?,3132,?,?,70,1,1
7,?,?,4,?,3133,?,?,67,1,83
4,2,?,4,?,1267,?,?,68,1,86
13,7,?,4,?,3134,?,?,52,1,89
4,31,10,22,56,3135,?,?,65,2,126
7,10,35,6,?,232,?,?,57,3,137
6,?,?,4,?,12,?,?,70,1,87
2,10,?,25,?,78,?,?,65,3,142
20,?,?,2,?,3136,?,?,68,3,80
12,?,?,4,?,3137,?,?,69,3,4
2,10,35,6,44,3138,?,?,36,2,160
2,10,?,6,?,877,?,?,69,2,150
2,28,10,14,?,1430,?,?,70,2,91
7,28,10,2,?,3139,?,?,43,2,94
4,13,11,4,?,3140,?,?,70,2,135
4,13,11,4,?,3140,?,?,70,1,135
4,10,11,56,21,1551,?,?,61,1,104
12,23,?,12,?,3141,?,?,67,1,2
2,35,?,4,?,3142,?,?,69,2,97
15,?,?,4,?,3143,?,?,70,3,2
7,35,?,4,?,783,?,?,71,2,92
1,30,22,32,?,3144,?,?,67,2,1
7,28,10,14,?,3145,?,?,69,1,87
1,?,30,22,?,3146,?,?,70,3,1
7,35,?,4,?,379,?,?,55,2,128
2,10,?,6,?,3147,?,?,68,3,101
5,22,?,4,?,3148,?,?,69,2,1
1,30,23,31,?,3149,?,?,71,3,1
20,?,?,4,?,3150,?,?,65,1,77
20,?,?,4,?,3150,?,?,67,2,93
4,2,28,30,21,875,?,?,66,2,109
2,28,10,6,?,3151,?,?,70,1,97
16,12,?,37,?,3152,?,?,56,2,4
6,17,?,4,?,12,?,?,68,2,73
2,10,17,6,?,2795,?,?,70,3,131
1,30,22,8,?,3153,?,?,68,3,1
16,1,?,37,?,3154,?,?,61,3,4
3,10,?,2,?,3155,?,?,67,1,88
3,28,?,4,?,3156,?,?,71,1,94
30,22,?,4,?,3157,?,?,71,3,1
6,?,?,21,?,12,?,?,68,1,85
4,2,11,4,?,3158,?,?,52,2,130
12,?,23,10,?,3159,?,?,68,1,2
7,10,35,14,?,35,?,?,67,1,107
1,?,30,22,?,3160,?,?,68,3,1
2,29,?,4,?,3161,?,?,28,2,98
2,10,17,19,?,3162,?,?,69,1,94
5,1,22,51,?,1299,?,?,70,2,1
26,22,?,4,?,499,?,?,65,3,4
23,?,?,4,?,3163,?,?,71,3,1
2,10,18,6,?,205,?,?,65,3,137
7,?,?,12,21,902,?,?,68,1,101
4,11,?,4,65,3164,?,?,68,2,108
7,2,28,4,?,3165,?,?,69,1,96
6,17,?,21,?,12,?,?,71,1,75
2,35,17,4,?,3166,?,?,69,1,75
1,30,22,10,?,699,?,?,66,1,1
4,11,?,4,?,3167,?,?,59,2,139
4,7,?,4,?,3168,?,?,70,3,117
22,?,?,10,?,3115,?,?,72,3,1
12,?,?,4,?,3169,?,?,71,2,2
13,?,?,4,?,3169,?,?,71,1,46
12,?,?,4,?,3169,?,?,71,3,8
1,19,?,10,?,3170,?,?,69,1,1
6,?,?,21,?,3171,?,?,70,1,95
7,28,?,4,?,3172,?,?,69,2,92
12,?,?,4,?,3173,?,?,70,2,2
3,?,?,4,?,3174,?,?,61,1,29
13,?,?,4,?,1525,?,?,56,1,47
5,1,22,21,19,2842,?,?,67,3,1
7,31,2,4,19,1480,?,?,64,1,94
29,?,?,4,?,3175,?,?,70,3,153
13,7,?,4,?,206,?,?,53,1,88
13,7,?,4,?,206,?,?,54,1,100
13,7,?,4,?,3176,?,?,55,1,83
13,7,?,4,?,1195,?,?,63,1,88
12,?,?,4,12,3177,?,?,70,1,2
4,7,10,14,?,1083,?,?,67,1,93
4,10,?,6,?,3178,?,?,69,3,140
3,28,?,4,?,3179,?,?,70,1,103
18,?,?,4,?,3180,?,?,71,1,88
19,23,?,4,?,702,?,?,70,1,1
4,?,?,12,?,10,?,?,67,1,86
6,?,?,12,4,12,?,?,67,2,88
32,26,33,4,?,258,?,?,20,3,3
26,33,?,4,?,3181,?,?,51,3,7
32,26,33,4,?,3182,?,?,56,3,4
26,33,?,4,?,2309,?,?,45,3,7
26,33,?,4,?,3183,?,?,52,3,7
4,13,11,4,?,2025,?,?,69,2,152
30,22,33,4,?,3184,?,?,66,3,1
2,28,10,21,?,3185,?,?,65,3,106
4,7,?,4,?,1148,?,?,56,2,101
2,10,35,34,?,3186,?,?,66,2,128
1,23,22,68,?,3187,?,?,67,2,1
27,?,?,4,?,3188,?,?,70,3,1
1,23,22,37,?,3189,?,?,71,3,1
6,?,?,4,?,3190,?,?,58,3,94
6,10,?,4,?,3191,?,?,58,2,52
4,2,10,22,?,3192,?,?,70,2,140
7,?,?,4,?,140,?,?,60,2,98
7,10,?,15,?,3193,?,?,70,1,89
7,?,?,4,?,3194,?,?,70,1,108
3,?,?,4,?,3195,?,?,69,1,86
10,18,?,26,?,3196,?,?,66,2,91
2,?,?,21,4,3197,?,?,67,2,122
20,?,?,4,?,2694,?,?,70,2,74
2,10,?,6,?,3198,?,?,62,3,106
3,10,?,8,?,3199,?,?,62,2,100
9,32,23,21,?,839,?,?,68,3,7
7,?,?,4,?,3200,?,?,71,1,61
6,?,?,4,?,3201,?,?,67,2,91
12,?,?,4,12,3202,?,?,62,2,1
12,?,?,10,?,3203,?,?,69,1,1
3,18,?,4,?,3204,?,?,66,2,113
6,10,17,30,21,12,?,?,66,3,100
1,27,?,4,?,3205,?,?,67,1,1
1,22,?,6,?,12,?,?,67,3,1
7,10,35,6,?,3206,?,?,69,3,132
12,?,?,4,?,385,?,?,68,3,1
2,?,?,4,?,3207,?,?,39,2,96
2,28,?,4,?,3208,?,?,68,1,91
5,1,?,22,?,3209,?,?,69,3,1
25,?,33,4,?,1692,?,?,71,3,3
12,?,?,19,4,3210,?,?,67,2,1
6,?,?,68,4,12,?,?,70,2,71
7,3,28,6,?,1927,?,?,70,3,127
2,10,?,19,?,3211,?,?,71,2,96
15,?,?,4,?,12,?,?,71,3,1
12,?,?,4,?,3212,?,?,70,2,2
13,?,?,4,?,3212,?,?,70,2,104
24,7,35,30,21,3213,?,?,44,3,95
6,10,?,33,52,12,?,?,68,2,85
24,7,31,4,?,162,?,?,33,2,106
27,?,?,4,?,3214,?,?,68,1,1
5,1,?,22,?,196,?,?,69,3,1
6,?,?,4,27,12,?,?,69,2,108
4,2,10,1,?,3215,?,?,68,2,123
15,1,?,10,?,12,?,?,70,3,1
6,?,?,7,4,12,?,?,70,3,105
13,7,?,26,4,3216,?,?,51,1,85
13,7,?,4,?,3216,?,?,54,2,78
6,?,?,4,?,12,?,?,70,1,99
9,1,27,21,?,12,?,?,70,1,1
21,29,11,4,?,12,?,?,71,2,42
27,?,?,10,?,3217,?,?,71,2,1
4,2,?,4,?,3218,?,?,71,2,95
2,10,18,16,19,3219,?,?,67,3,135
5,1,22,16,?,2615,?,?,71,3,2
7,10,?,8,?,912,?,?,63,3,130
7,2,10,6,?,3220,?,?,70,3,115
1,30,22,10,?,3221,?,?,65,1,1
2,10,?,21,19,922,?,?,67,2,107
27,?,?,4,?,3222,?,?,71,3,2
27,?,?,4,?,1226,?,?,71,2,1
10,18,?,38,?,3223,?,?,66,2,114
2,10,35,21,19,2500,?,?,66,2,107
1,?,22,22,?,3224,?,?,70,3,1
2,10,17,27,21,3225,?,?,67,2,94
7,2,28,2,4,3226,?,?,69,2,94
2,28,10,14,?,155,?,?,69,2,113
9,15,1,21,?,12,?,?,70,3,1
6,10,?,6,4,65,?,?,70,3,74
2,28,10,6,19,3227,?,?,66,3,85
12,?,?,10,?,342,?,?,71,1,1
13,?,?,10,?,342,?,?,70,1,63
2,28,18,4,?,3228,?,?,69,2,104
7,2,10,6,?,2799,?,?,71,3,176
1,23,?,1,?,3229,?,?,70,1,1
12,?,?,10,?,3230,?,?,71,3,3
13,?,?,10,?,3230,?,?,70,1,28
13,?,?,12,?,3230,?,?,71,2,24
13,?,?,10,?,3230,?,?,71,1,59
12,?,?,10,?,3230,?,?,70,2,1
12,?,?,4,?,2667,?,?,71,2,1
13,?,?,4,?,3230,?,?,71,1,24
13,?,?,10,?,3230,?,?,70,1,25
13,?,?,4,?,3231,?,?,71,1,24
7,2,10,6,?,1102,?,?,66,1,127
12,?,?,4,22,3232,?,?,69,2,2
7,31,?,4,?,1426,?,?,59,3,113
4,24,2,4,?,3233,?,?,24,1,91
4,11,?,21,4,3234,?,?,36,2,125
26,33,?,4,?,3235,?,?,71,2,4
4,7,10,14,?,35,?,?,70,1,108
4,11,?,4,?,3236,?,?,58,1,154
32,26,25,4,?,1381,?,?,71,3,14
9,15,?,21,?,12,?,?,68,3,1
7,?,?,4,?,3237,?,?,51,2,82
7,2,10,6,?,3238,?,?,71,3,140
2,10,?,6,?,3239,?,?,54,2,137
2,10,35,25,?,3240,?,?,68,3,98
13,7,17,4,?,2078,?,?,59,2,86
2,?,10,25,?,3241,?,?,67,3,121
2,?,10,25,?,3241,?,?,69,3,119
5,1,34,10,?,3242,?,?,69,3,1
15,?,?,4,?,3243,?,?,71,3,1
6,?,?,4,?,3244,?,?,69,2,103
6,?,?,4,?,3245,?,?,69,2,86
6,?,?,4,?,12,?,?,68,3,92
3,10,?,25,?,2961,?,?,70,1,126
10,18,?,22,?,846,?,?,71,2,123
2,10,?,6,?,386,?,?,56,3,185
2,28,10,6,?,1665,?,?,29,2,123
1,22,?,10,?,3246,?,?,70,1,1
7,10,?,12,?,3247,?,?,66,1,75
7,10,?,12,?,3247,?,?,66,1,112
2,3,29,4,21,637,?,?,59,3,116
2,28,18,4,12,2302,?,?,69,1,93
3,11,18,4,?,3248,?,?,71,1,83
7,?,?,4,?,3249,?,?,70,1,94
7,2,28,4,45,3250,?,?,68,2,97
1,22,?,37,?,622,?,?,70,3,1
16,1,?,37,?,771,?,?,66,3,2
16,1,?,37,?,3251,?,?,70,2,1
4,2,10,31,23,3252,?,?,68,1,108
4,10,?,23,?,3253,?,?,32,1,101
4,?,?,4,?,660,?,?,53,2,99
16,1,?,37,?,3108,?,?,70,1,2
12,?,?,4,?,536,?,?,62,3,1
2,10,29,6,?,559,?,?,51,2,177
2,10,?,6,?,68,?,?,59,3,162
1,22,?,52,?,3254,?,?,69,3,1
15,1,27,4,?,12,?,?,71,3,1
2,10,?,6,?,3255,?,?,60,3,95
7,28,?,4,?,2646,?,?,69,1,84
7,35,?,4,26,1069,?,?,63,2,97
1,23,22,31,?,3256,?,?,70,3,1
7,?,?,4,?,3257,?,?,69,1,80
6,?,?,4,?,12,?,?,70,2,88
5,26,?,19,4,3258,?,?,70,3,2
4,?,?,4,?,3259,?,?,62,2,107
2,10,18,6,?,68,?,?,64,2,140
15,1,?,30,?,3260,?,?,70,3,3
31,3,28,4,?,3261,?,?,70,1,110
22,?,?,4,?,3262,?,?,71,3,1
22,?,?,21,4,3263,?,?,45,3,1
12,23,?,72,64,3264,?,?,69,2,2
13,7,35,4,?,3265,?,?,71,1,103
2,28,?,4,?,1801,?,?,68,2,112
4,10,35,6,?,3266,?,?,66,1,111
2,10,35,6,?,484,?,?,67,3,133
1,30,22,42,?,3267,?,?,70,2,1
24,2,10,24,14,12,?,?,45,2,124
7,2,10,6,?,2454,?,?,63,2,114
2,28,10,6,?,3268,?,?,69,3,148
7,3,10,25,?,3100,?,?,70,2,91
10,18,?,19,?,3269,?,?,67,1,81
13,?,?,4,?,3270,?,?,51,2,89
13,?,?,4,?,3271,?,?,57,1,72
7,10,?,15,?,3272,?,?,65,1,112
4,2,10,9,?,3273,?,?,69,2,101
11,18,?,4,?,658,?,?,70,1,98
24,2,18,4,?,2324,?,?,28,3,114
1,22,?,15,?,3019,?,?,70,1,1
29,?,?,10,?,3274,?,?,70,3,125
12,?,?,22,?,3275,?,?,66,2,2
13,?,?,4,?,3276,?,?,68,1,48
2,10,18,6,?,181,?,?,68,3,128
6,?,?,4,?,12,?,?,69,2,81
6,17,?,4,?,12,?,?,68,3,91
12,23,?,10,?,3277,?,?,71,1,1
4,2,?,4,?,47,?,?,55,2,121
16,1,30,37,?,3278,?,?,71,3,1
13,2,10,10,?,3279,?,?,71,2,103
4,7,10,29,?,824,?,?,70,3,155
2,28,10,6,?,3280,?,?,70,3,119
2,10,18,6,?,181,?,?,62,1,137
2,28,?,4,?,3281,?,?,68,3,89
13,7,?,23,4,3135,?,?,59,2,87
13,7,?,4,23,3282,?,?,43,2,88
4,7,?,10,?,3283,?,?,42,2,94
7,10,29,6,?,3284,?,?,62,1,125
6,?,?,21,?,12,?,?,71,3,86
13,?,?,4,95,12,?,?,68,1,67
3,28,?,37,4,3285,?,?,69,2,78
2,10,?,24,19,3286,?,?,69,2,108
2,28,10,23,?,791,?,?,67,1,102
7,10,35,6,?,465,?,?,64,1,127
1,30,34,2,?,2146,?,?,62,3,1
4,11,?,4,26,3287,?,?,55,2,109
4,11,?,4,26,299,?,?,61,2,115
6,10,?,19,?,3288,?,?,67,2,98
1,27,?,4,37,3289,?,?,69,3,4
1,27,?,37,?,3289,?,?,68,2,2
1,27,?,37,?,3289,?,?,70,3,6
1,27,?,10,?,3289,?,?,71,3,1
3,28,18,4,?,3290,?,?,69,1,84
5,15,1,4,56,12,?,?,70,1,1
7,10,35,6,?,3291,?,?,68,1,133
4,10,29,21,6,559,?,?,64,1,121
12,23,?,6,?,3292,?,?,67,1,1
4,10,29,6,?,3293,?,?,64,2,156
14,?,?,6,?,12,?,?,71,1,1
7,10,35,6,?,205,?,?,63,1,131
23,?,?,4,?,1069,?,?,57,3,8
10,35,?,34,?,3294,?,?,67,3,91
1,?,30,22,?,3295,?,?,65,3,1
1,22,?,10,?,3296,?,?,70,3,1
26,22,33,4,?,870,?,?,71,3,6
7,10,?,45,?,3297,?,?,68,2,108
15,?,?,4,?,12,?,?,70,3,1
6,17,?,4,?,12,?,?,68,3,100
3,10,?,25,?,3298,?,?,70,1,108
3,10,?,25,?,3298,?,?,71,1,117
5,15,1,10,?,1200,?,?,71,3,1
22,?,33,4,21,3299,?,?,59,3,4
4,2,10,2,14,3300,?,?,68,2,117
10,18,?,32,?,1047,?,?,71,1,95
9,1,22,21,?,3301,?,?,70,1,1
4,7,10,9,?,957,?,?,69,1,104
6,10,?,12,?,12,?,?,70,2,78
2,18,?,4,?,1480,?,?,67,1,87
1,22,?,10,?,3302,?,?,62,2,2
13,?,?,12,?,551,?,?,68,1,88
12,23,?,30,?,1319,?,?,67,3,2
12,23,?,4,?,398,?,?,70,2,6
13,?,?,4,?,3303,?,?,57,3,93
12,?,?,4,12,3304,?,?,45,1,1
13,?,?,4,28,85,?,?,63,3,107
2,10,11,24,?,3305,?,?,59,3,99
7,2,10,19,?,3306,?,?,68,2,94
7,29,?,4,?,3307,?,?,70,1,90
4,2,10,22,?,3308,?,?,68,2,140
5,15,1,14,?,12,?,?,71,2,1
4,7,10,34,?,511,?,?,66,1,105
6,?,?,4,?,3309,?,?,70,3,98
3,?,?,4,?,86,?,?,57,1,89
32,23,?,4,?,3310,?,?,19,3,8
2,10,18,38,4,3311,?,?,70,2,114
7,2,10,15,?,3312,?,?,62,2,108
1,27,?,3,?,3313,?,?,66,3,2
7,2,10,14,19,3314,?,?,67,1,80
2,28,10,16,?,3315,?,?,71,1,79
2,10,?,9,?,3316,?,?,68,1,101
2,10,?,7,?,3317,?,?,69,2,115
4,7,28,12,4,1265,?,?,65,2,90
5,22,?,4,?,3318,?,?,70,3,1
3,28,18,21,4,3319,?,?,68,2,86
7,2,10,68,?,3320,?,?,70,2,94
7,3,?,4,?,3321,?,?,69,2,85
27,30,?,10,?,12,?,?,61,1,1
2,?,?,4,?,3322,?,?,69,2,100
2,28,18,4,?,3323,?,?,68,1,119
7,?,?,21,?,443,?,?,67,1,87
6,?,?,4,?,12,?,?,68,2,101
7,2,?,4,?,1926,?,?,70,2,133
7,3,10,14,24,746,?,?,69,2,102
4,10,?,23,?,3324,?,?,45,2,83
3,18,?,4,?,3325,?,?,70,3,89
6,17,?,4,?,3326,?,?,66,3,80
24,6,?,4,?,2625,?,?,2,2,18
4,10,?,23,?,2493,?,?,60,2,110
1,22,?,10,?,1457,?,?,64,2,1
15,1,?,1,?,12,?,?,68,1,1
20,?,?,10,?,3327,?,?,68,1,63
9,15,?,21,?,3328,?,?,63,1,1
9,27,?,21,?,3329,?,?,67,2,1
9,1,27,21,?,3330,?,?,70,2,2
6,?,?,4,?,3331,?,?,70,2,72
6,10,?,10,?,12,?,?,70,3,91
6,10,?,1,?,12,?,?,65,3,91
6,10,?,1,?,12,?,?,70,1,73
4,2,10,31,?,3332,?,?,69,1,98
6,29,?,4,?,3333,?,?,71,3,118
2,10,?,21,6,3334,?,?,69,3,121
3,?,?,4,?,3335,?,?,68,1,95
3,28,18,12,4,3336,?,?,67,1,95
5,22,?,4,?,3337,?,?,71,3,6
2,17,?,4,?,144,?,?,68,2,98
6,?,?,30,4,12,?,?,70,3,101
2,28,10,49,19,3338,?,?,68,1,86
2,10,?,9,?,3339,?,?,71,2,99
2,28,?,4,21,924,?,?,65,1,91
9,15,1,21,?,218,?,?,53,3,1
13,2,28,6,?,3340,?,?,57,3,90
2,28,?,12,11,3341,?,?,71,2,106
6,?,?,4,?,12,?,?,68,2,59
9,15,?,21,?,3342,?,?,63,1,1
1,22,?,19,?,3343,?,?,71,3,1
4,11,?,4,?,828,?,?,62,2,118
22,?,?,4,65,3344,?,?,65,3,3
12,23,?,4,?,3345,?,?,70,2,2
2,10,35,19,?,3346,?,?,67,1,98
27,?,?,4,?,3347,?,?,71,3,2
4,7,35,4,?,1383,?,?,62,1,111
11,18,?,4,?,819,?,?,61,1,116
2,28,10,21,4,3049,?,?,60,3,95
13,7,?,4,12,2517,?,?,62,2,86
13,2,28,21,96,3348,?,?,71,3,114
4,28,?,4,?,3349,?,?,71,3,103
2,18,?,4,?,2676,?,?,59,2,122
2,28,17,4,?,1054,?,?,71,1,95
13,2,10,46,12,3350,?,?,69,3,93
5,1,22,52,?,3351,?,?,70,3,2
19,23,?,4,?,12,?,?,70,1,1
7,28,10,28,?,3352,?,?,70,1,82
7,2,35,4,?,3353,?,?,58,1,107
2,10,35,34,?,3186,?,?,67,2,118
1,?,30,10,?,2934,?,?,69,2,1
2,10,35,9,?,3354,?,?,69,3,119
7,2,10,22,?,3355,?,?,69,1,102
4,11,?,4,56,2944,?,?,57,1,119
6,?,?,4,?,3356,?,?,68,2,76
7,2,?,4,?,379,?,?,59,3,97
7,10,?,10,?,3193,?,?,65,1,96
4,2,10,23,?,974,?,?,35,2,103
2,28,10,69,4,3357,?,?,70,2,81
2,10,35,5,?,2033,?,?,65,3,118
3,18,?,4,31,3358,?,?,69,1,96
6,?,?,4,?,274,?,?,68,3,93
2,28,10,38,26,3359,?,?,69,2,109
1,27,?,6,?,12,?,?,70,1,1
2,18,?,12,?,86,?,?,66,1,112
6,17,?,4,?,3360,?,?,69,2,60
2,?,?,4,?,3361,?,?,69,2,113
1,27,?,28,?,12,?,?,71,3,2
12,?,?,12,21,3362,?,?,66,2,2
4,2,10,15,?,3363,?,?,69,2,126
2,10,18,9,?,2330,?,?,68,1,109
5,1,22,19,?,3364,?,?,70,2,1
1,30,23,10,?,3123,?,?,71,1,1
3,18,?,4,?,3365,?,?,68,1,93
15,?,?,4,?,3366,?,?,71,3,2
1,27,?,30,?,3367,?,?,69,2,1
2,10,?,15,?,3368,?,?,62,2,101
2,10,18,14,2,1005,?,?,68,3,111
1,22,?,1,?,3369,?,?,71,1,1
2,28,10,2,19,3370,?,?,67,2,107
2,?,?,21,4,3371,?,?,65,2,100
13,7,?,4,?,1265,?,?,70,3,104
13,7,?,4,?,3372,?,?,68,1,92
24,2,?,4,?,3373,?,?,17,3,103
27,?,?,10,?,3374,?,?,72,1,1
7,2,28,4,?,3375,?,?,69,1,90
4,7,2,19,?,3376,?,?,69,2,105
4,11,?,4,?,1812,?,?,70,1,102
5,1,34,2,?,3377,?,?,71,2,1
5,1,22,30,?,3378,?,?,66,3,1
9,15,1,21,?,3379,?,?,63,3,1
19,23,?,4,?,3374,?,?,70,1,2
2,10,18,52,77,3380,?,?,70,2,118
2,28,?,4,?,825,?,?,62,2,105
7,35,?,4,?,3381,?,?,70,1,103
5,15,?,4,?,12,?,?,71,3,1
5,15,?,4,?,12,?,?,71,3,2
7,2,28,12,?,337,?,?,68,2,101
1,22,?,10,?,3382,?,?,70,1,1
2,10,11,38,26,3383,?,?,65,2,123
3,18,?,4,?,490,?,?,65,3,112
7,10,18,15,?,3384,?,?,63,2,114
3,18,?,4,?,3385,?,?,48,2,101
1,?,23,22,?,3386,?,?,68,2,2
6,?,?,4,?,3387,?,?,71,2,53
15,1,?,10,?,12,?,?,69,3,1
4,10,?,19,?,2682,?,?,67,2,81
5,1,22,7,?,3317,?,?,67,1,2
13,7,?,10,?,558,?,?,65,3,99
4,31,11,4,?,3388,?,?,46,3,102
9,1,22,21,4,3389,?,?,71,3,3
7,31,10,7,?,3390,?,?,22,3,66
24,28,18,21,37,3391,?,?,44,2,112
6,10,?,4,?,3392,?,?,71,3,83
15,1,?,19,26,12,?,?,67,3,1
23,?,?,10,?,3393,?,?,70,3,1
15,?,?,4,?,318,?,?,66,2,1
7,?,?,21,4,1149,?,?,67,1,101
2,10,?,6,?,3394,?,?,61,3,99
2,10,35,25,?,3395,?,?,63,2,105
2,10,?,21,4,3396,?,?,67,2,120
13,?,?,4,21,3397,?,?,34,3,93
26,22,33,21,4,3392,?,?,71,3,1
2,10,?,6,?,742,?,?,70,2,121
4,10,11,21,?,12,?,?,68,1,75
2,?,?,30,?,3398,?,?,67,2,95
6,17,?,64,4,3399,?,?,69,3,100
5,15,1,4,?,1161,?,?,69,2,1
12,23,?,12,30,3400,?,?,67,1,2
1,22,?,27,?,3401,?,?,68,3,1
6,?,?,4,?,12,?,?,69,2,106
4,?,?,21,4,408,?,?,70,1,96
12,?,?,12,30,2101,?,?,71,3,3
5,1,22,31,23,3402,?,?,71,3,1
19,23,?,10,?,3403,?,?,70,2,1
2,18,?,4,?,522,?,?,58,3,151
2,10,?,24,49,3404,?,?,69,2,78
3,18,?,4,?,3405,?,?,69,1,85
6,3,?,16,4,12,?,?,69,1,69
3,18,?,4,?,3406,?,?,64,1,84
16,?,?,37,?,2003,?,?,65,3,1
5,15,?,4,?,12,?,?,71,3,1
6,?,?,4,?,12,?,?,70,3,88
2,10,?,56,97,3407,?,?,68,1,110
3,11,18,4,?,1324,?,?,67,1,86
7,2,29,4,?,3408,?,?,71,2,108
5,15,?,10,?,12,?,?,71,2,1
16,1,?,37,?,323,?,?,70,3,3
16,1,?,10,?,323,?,?,71,3,1
2,28,35,4,?,3409,?,?,69,2,102
7,2,10,24,14,635,?,?,68,3,113
3,10,?,25,?,3410,?,?,68,2,106
3,10,?,25,?,2961,?,?,69,1,117
4,7,?,4,?,210,?,?,68,1,109
12,26,33,4,12,3411,?,?,71,3,3
1,30,22,10,?,3221,?,?,61,1,1
1,22,?,3,?,3412,?,?,68,1,1
2,10,?,25,?,3413,?,?,61,2,121
18,?,?,4,23,3414,?,?,68,1,99
2,10,18,22,?,3415,?,?,70,1,139
1,23,?,12,?,3416,?,?,63,1,1
2,10,35,21,16,2073,?,?,60,2,110
2,?,?,4,?,1990,?,?,68,1,110
4,7,?,4,?,445,?,?,57,3,104
4,7,?,4,?,3417,?,?,59,1,95
5,1,26,10,?,188,?,?,70,1,1
6,10,?,1,?,12,?,?,71,2,122
7,2,?,4,31,483,?,?,68,3,105
2,10,?,21,?,781,?,?,67,2,96
15,?,?,4,?,12,?,?,68,3,1
4,21,10,37,?,1253,?,?,49,3,87
9,1,23,21,?,3418,?,?,71,3,2
2,28,?,4,?,3409,?,?,67,2,106
28,11,18,4,?,3419,?,?,69,2,112
12,23,?,4,?,3420,?,?,71,2,3
24,31,3,4,?,382,?,?,33,3,85
2,35,?,21,4,3421,?,?,68,2,107
3,28,?,4,?,3422,?,?,68,1,76
15,?,?,10,?,3423,?,?,71,2,1
1,22,?,10,?,2375,?,?,62,1,1
9,5,22,21,?,3424,?,?,64,2,1
6,10,?,21,?,12,?,?,67,3,95
7,28,?,4,?,3425,?,?,70,1,88
1,30,22,32,?,3426,?,?,62,2,1
2,17,?,4,?,3427,?,?,62,3,116
3,10,18,9,?,957,?,?,61,1,121
3,?,?,4,?,3428,?,?,61,1,82
27,?,?,4,?,3429,?,?,70,3,1
2,10,?,10,?,529,?,?,67,1,107
2,28,?,4,87,3430,?,?,66,1,87
7,10,?,1,?,3431,?,?,71,1,46
7,?,?,4,?,3432,?,?,48,2,103
9,5,22,21,?,2002,?,?,68,3,1
4,31,10,23,?,3433,?,?,30,2,97
23,?,?,4,?,1864,?,?,70,2,1
5,26,33,4,?,3434,?,?,71,3,5
13,7,?,4,?,3435,?,?,46,1,91
13,7,35,4,?,3436,?,?,52,1,91
4,2,10,23,?,3437,?,?,27,2,101
4,11,?,4,31,2028,?,?,60,2,104
6,?,?,4,?,12,?,?,69,1,92
5,1,22,19,?,3438,?,?,69,1,1
2,10,18,37,?,3439,?,?,71,2,151
3,?,?,21,?,3440,?,?,66,3,89
22,?,?,4,?,1043,?,?,69,3,5
9,5,1,21,?,2926,?,?,69,3,2
6,17,?,28,?,3441,?,?,68,1,84
5,1,22,19,?,3442,?,?,69,2,1
7,2,28,4,?,347,?,?,68,3,97
9,12,?,21,4,3443,?,?,67,3,2
10,18,?,14,?,161,?,?,68,2,92
15,1,?,11,?,12,?,?,59,3,1
18,?,?,4,?,1505,?,?,49,3,129
6,17,?,4,?,3287,?,?,70,3,86
21,10,35,37,?,153,?,?,65,3,46
12,23,?,19,4,1410,?,?,70,2,3
7,2,10,25,?,1224,?,?,55,1,124
6,17,?,4,?,12,?,?,70,2,83
22,?,?,4,?,3444,?,?,69,3,2
2,10,?,14,?,3445,?,?,69,1,115
2,18,?,4,?,640,?,?,52,2,112
1,22,?,5,?,3446,?,?,71,2,1
10,35,?,34,?,3447,?,?,70,2,104
2,28,10,14,?,3448,?,?,68,1,101
1,22,?,10,?,3449,?,?,59,1,1
15,1,?,6,?,12,?,?,68,2,1
3,28,10,38,?,3450,?,?,70,1,95
5,1,34,43,?,3451,?,?,70,3,1
7,2,35,4,?,3452,?,?,69,1,97
5,23,22,4,?,3453,?,?,70,3,1
2,28,18,4,?,3454,?,?,68,2,97
23,?,?,4,?,1640,?,?,70,3,3
7,?,?,4,?,3455,?,?,61,1,89
2,?,?,21,4,3456,?,?,66,3,161
2,?,?,4,21,3456,?,?,67,3,205
2,?,?,10,?,3456,?,?,67,3,123
2,?,?,10,?,3456,?,?,66,3,190
4,2,10,23,31,3457,?,?,65,2,108
4,2,10,22,?,3295,?,?,70,2,136
9,27,?,21,?,3458,?,?,71,3,7
9,27,?,10,?,2701,?,?,71,3,2
9,27,?,21,?,3459,?,?,70,3,4
9,27,?,10,?,2701,?,?,64,1,1
4,24,31,6,?,181,?,?,31,2,161
6,?,?,4,?,12,?,?,71,2,114
4,7,2,23,31,3460,?,?,63,1,128
4,2,?,4,30,3461,?,?,57,2,133
9,5,1,21,?,3462,?,?,65,2,1
3,28,?,4,14,3463,?,?,65,1,101
